id;user_id;display_name;created_at
b9826727-7d06-4363-aafe-48f038b97406;1f1577b4-4a72-49e0-9b1e-dd314f3c3446;fecarmopereira;2026-04-04 16:19:58.356136+00
cbcc7133-727b-4846-9d28-6e477e76677f;1652ca45-8520-44f8-97b2-a28f1bec8232;laralodi89;2026-04-04 16:28:57.632572+00
e9169a44-549d-4bad-8c88-ed4d759bd6ba;1eb20758-c5a6-431b-9fd4-0f680700b978;lodilais;2026-05-28 14:50:37.158529+00
ee290107-255b-4f98-bf6a-4b5fd4d3acdc;793e0c1b-c7bc-439a-8101-7082424dccdd;anaaccarolina;2026-05-29 14:14:43.065887+00
